date,season,game_type,home_team,home_team_reg_score,home_team_fin_score,away_team,away_team_reg_score,away_team_fin_score,went_to_shoot_out
2015-12-11,20152016,R,Arizona Coyotes,1,2,Minnesota Wild,1,1,False
2015-12-11,20152016,R,Edmonton Oilers,7,7,New York Rangers,5,5,False
2015-12-11,20152016,R,Anaheim Ducks,1,1,Carolina Hurricanes,5,5,False
2015-12-12,20152016,R,Boston Bruins,3,3,Florida Panthers,1,1,False
2015-12-12,20152016,R,Buffalo Sabres,1,2,Los Angeles Kings,1,1,False
2015-12-12,20152016,R,Montréal Canadiens,3,3,Ottawa Senators,1,1,False
2015-12-12,20152016,R,Tampa Bay Lightning,1,1,Washington Capitals,2,2,False
2015-12-12,20152016,R,Columbus Blue Jackets,2,2,New York Islanders,2,3,False
2015-12-12,20152016,R,St. Louis Blues,3,3,Dallas Stars,0,0,False
2015-12-12,20152016,R,Nashville Predators,2,2,Colorado Avalanche,3,3,False
2015-12-12,20152016,R,Arizona Coyotes,4,4,Carolina Hurricanes,4,5,False
2015-12-12,20152016,R,Calgary Flames,4,5,New York Rangers,4,4,False
2015-12-12,20152016,R,San Jose Sharks,0,0,Minnesota Wild,2,2,False
2015-12-13,20152016,R,New York Islanders,4,4,New Jersey Devils,0,0,False
2015-12-13,20152016,R,St. Louis Blues,1,1,Colorado Avalanche,3,3,False
2015-12-13,20152016,R,Chicago Blackhawks,4,4,Vancouver Canucks,0,0,False
2015-12-14,20152016,R,Boston Bruins,2,2,Edmonton Oilers,2,3,False
2015-12-14,20152016,R,Pittsburgh Penguins,1,1,Washington Capitals,4,4,False
2015-12-14,20152016,R,Columbus Blue Jackets,1,1,Tampa Bay Lightning,2,2,False
2015-12-14,20152016,R,Ottawa Senators,5,5,Los Angeles Kings,3,3,False
2015-12-14,20152016,R,Detroit Red Wings,1,1,Buffalo Sabres,2,2,False
2015-12-15,20152016,R,Buffalo Sabres,0,0,New Jersey Devils,2,2,False
2015-12-15,20152016,R,New York Islanders,1,1,Florida Panthers,5,5,False
2015-12-15,20152016,R,New York Rangers,4,4,Edmonton Oilers,2,2,False
2015-12-15,20152016,R,Philadelphia Flyers,3,4,Carolina Hurricanes,3,3,False
2015-12-15,20152016,R,Toronto Maple Leafs,4,4,Tampa Bay Lightning,4,5,False
2015-12-15,20152016,R,Montréal Canadiens,1,1,San Jose Sharks,3,3,False
2015-12-15,20152016,R,Nashville Predators,1,1,Calgary Flames,1,2,False
2015-12-15,20152016,R,Minnesota Wild,6,6,Vancouver Canucks,2,2,False
2015-12-15,20152016,R,Winnipeg Jets,3,3,St. Louis Blues,4,4,False
2015-12-15,20152016,R,Chicago Blackhawks,0,0,Colorado Avalanche,3,3,False
2015-12-15,20152016,R,Dallas Stars,5,5,Columbus Blue Jackets,1,1,False
2015-12-16,20152016,R,Washington Capitals,2,2,Ottawa Senators,1,1,False
2015-12-16,20152016,R,Boston Bruins,3,3,Pittsburgh Penguins,0,0,False
2015-12-17,20152016,R,Buffalo Sabres,3,3,Anaheim Ducks,0,0,False
2015-12-17,20152016,R,New Jersey Devils,1,1,Florida Panthers,5,5,False
2015-12-17,20152016,R,Philadelphia Flyers,2,2,Vancouver Canucks,0,0,False
2015-12-17,20152016,R,Toronto Maple Leafs,4,4,San Jose Sharks,4,5,False
2015-12-17,20152016,R,Montréal Canadiens,0,0,Los Angeles Kings,3,3,False
2015-12-17,20152016,R,St. Louis Blues,2,2,Nashville Predators,1,1,False
2015-12-17,20152016,R,Minnesota Wild,5,5,New York Rangers,2,2,False
2015-12-17,20152016,R,Chicago Blackhawks,4,4,Edmonton Oilers,0,0,False
2015-12-17,20152016,R,Dallas Stars,1,1,Calgary Flames,3,3,False
2015-12-17,20152016,R,Colorado Avalanche,2,2,New York Islanders,1,1,False
2015-12-17,20152016,R,Arizona Coyotes,5,5,Columbus Blue Jackets,7,7,False
2015-12-18,20152016,R,Pittsburgh Penguins,2,2,Boston Bruins,6,6,False
2015-12-18,20152016,R,Washington Capitals,5,5,Tampa Bay Lightning,3,3,False
2015-12-18,20152016,R,Carolina Hurricanes,0,0,Florida Panthers,2,2,False
2015-12-18,20152016,R,Ottawa Senators,4,4,San Jose Sharks,2,2,False
2015-12-18,20152016,R,Detroit Red Wings,3,3,Vancouver Canucks,3,4,True
2015-12-18,20152016,R,Winnipeg Jets,5,5,New York Rangers,2,2,False
2015-12-19,20152016,R,Buffalo Sabres,2,2,Chicago Blackhawks,2,3,True
2015-12-19,20152016,R,St. Louis Blues,3,3,Calgary Flames,2,2,False
2015-12-19,20152016,R,Dallas Stars,6,6,Montréal Canadiens,2,2,False
2015-12-19,20152016,R,Toronto Maple Leafs,5,5,Los Angeles Kings,0,0,False
2015-12-19,20152016,R,New Jersey Devils,1,1,Anaheim Ducks,2,2,False
2015-12-19,20152016,R,Pittsburgh Penguins,1,1,Carolina Hurricanes,2,2,False
2015-12-19,20152016,R,Columbus Blue Jackets,2,3,Philadelphia Flyers,2,2,True
2015-12-19,20152016,R,Nashville Predators,3,3,Minnesota Wild,2,2,False
2015-12-19,20152016,R,Arizona Coyotes,1,1,New York Islanders,0,0,False
2015-12-19,20152016,R,Colorado Avalanche,5,5,Edmonton Oilers,1,1,False
2015-12-20,20152016,R,Florida Panthers,4,5,Vancouver Canucks,4,4,True
2015-12-20,20152016,R,Boston Bruins,1,2,New Jersey Devils,1,1,True
2015-12-20,20152016,R,Tampa Bay Lightning,5,5,Ottawa Senators,2,2,False
2015-12-20,20152016,R,Chicago Blackhawks,3,4,San Jose Sharks,3,3,False
2015-12-20,20152016,R,Detroit Red Wings,4,4,Calgary Flames,2,2,False
2015-12-20,20152016,R,New York Rangers,3,3,Washington Capitals,7,7,False
2015-12-21,20152016,R,New York Islanders,5,5,Anaheim Ducks,2,2,False
2015-12-21,20152016,R,Philadelphia Flyers,4,4,St. Louis Blues,3,3,False
2015-12-21,20152016,R,Pittsburgh Penguins,5,5,Columbus Blue Jackets,2,2,False
2015-12-21,20152016,R,Carolina Hurricanes,1,1,Washington Capitals,2,2,False
2015-12-21,20152016,R,Nashville Predators,5,5,Montréal Canadiens,1,1,False
2015-12-21,20152016,R,Minnesota Wild,3,3,Dallas Stars,6,6,False
2015-12-21,20152016,R,Colorado Avalanche,4,4,Toronto Maple Leafs,7,7,False
2015-12-21,20152016,R,Edmonton Oilers,3,3,Winnipeg Jets,1,1,False
2015-12-22,20152016,R,Boston Bruins,0,0,St. Louis Blues,2,2,False
2015-12-22,20152016,R,New York Rangers,2,3,Anaheim Ducks,2,2,False
2015-12-22,20152016,R,Detroit Red Wings,3,3,New Jersey Devils,4,4,False
2015-12-22,20152016,R,Tampa Bay Lightning,1,1,Vancouver Canucks,2,2,False
2015-12-22,20152016,R,Florida Panthers,1,2,Ottawa Senators,1,1,True
2015-12-22,20152016,R,Minnesota Wild,2,2,Montréal Canadiens,1,1,False
2015-12-22,20152016,R,Dallas Stars,4,4,Chicago Blackhawks,0,0,False
2015-12-22,20152016,R,Calgary Flames,4,4,Winnipeg Jets,1,1,False
2015-12-22,20152016,R,Arizona Coyotes,3,3,Toronto Maple Leafs,2,2,False
2015-12-22,20152016,R,Los Angeles Kings,3,3,San Jose Sharks,5,5,False
2015-12-26,20152016,R,Boston Bruins,3,3,Buffalo Sabres,6,6,False
2015-12-26,20152016,R,Tampa Bay Lightning,5,5,Columbus Blue Jackets,2,2,False
2015-12-26,20152016,R,Washington Capitals,3,3,Montréal Canadiens,1,1,False
2015-12-26,20152016,R,Carolina Hurricanes,3,3,New Jersey Devils,1,1,False
2015-12-26,20152016,R,St. Louis Blues,2,3,Dallas Stars,2,2,True
2015-12-26,20152016,R,Nashville Predators,2,2,Detroit Red Wings,3,3,False
2015-12-26,20152016,R,Minnesota Wild,1,1,Pittsburgh Penguins,3,3,False
2015-12-26,20152016,R,Arizona Coyotes,3,3,Los Angeles Kings,3,4,False
2015-12-26,20152016,R,Vancouver Canucks,1,2,Edmonton Oilers,1,1,False
2015-12-27,20152016,R,Ottawa Senators,3,3,Boston Bruins,1,1,False
2015-12-27,20152016,R,Dallas Stars,3,3,St. Louis Blues,0,0,False
2015-12-27,20152016,R,Florida Panthers,3,3,Columbus Blue Jackets,2,2,False
2015-12-27,20152016,R,New York Islanders,1,1,Toronto Maple Leafs,3,3,False
2015-12-27,20152016,R,Chicago Blackhawks,1,1,Carolina Hurricanes,2,2,False
2015-12-27,20152016,R,Anaheim Ducks,4,4,Philadelphia Flyers,2,2,False
2015-12-27,20152016,R,Colorado Avalanche,1,1,Arizona Coyotes,1,2,False
2015-12-27,20152016,R,Winnipeg Jets,1,1,Pittsburgh Penguins,0,0,False
2015-12-27,20152016,R,Calgary Flames,5,5,Edmonton Oilers,3,3,False
2015-12-28,20152016,R,Buffalo Sabres,0,0,Washington Capitals,2,2,False
2015-12-28,20152016,R,Tampa Bay Lightning,3,3,Montréal Canadiens,3,4,True
2015-12-28,20152016,R,Nashville Predators,5,5,New York Rangers,3,3,False
2015-12-28,20152016,R,Minnesota Wild,3,3,Detroit Red Wings,1,1,False
2015-12-28,20152016,R,Vancouver Canucks,0,0,Los Angeles Kings,5,5,False
2015-12-28,20152016,R,San Jose Sharks,3,3,Colorado Avalanche,6,6,False
2015-12-29,20152016,R,Boston Bruins,7,7,Ottawa Senators,3,3,False
2015-12-29,20152016,R,Toronto Maple Leafs,3,3,New York Islanders,6,6,False
2015-12-29,20152016,R,New Jersey Devils,3,3,Carolina Hurricanes,2,2,False
2015-12-29,20152016,R,Columbus Blue Jackets,6,6,Dallas Stars,3,3,False
2015-12-29,20152016,R,Florida Panthers,3,3,Montréal Canadiens,1,1,False
2015-12-29,20152016,R,St. Louis Blues,3,4,Nashville Predators,3,3,False
2015-12-29,20152016,R,Winnipeg Jets,4,4,Detroit Red Wings,1,1,False
2015-12-29,20152016,R,Calgary Flames,0,0,Anaheim Ducks,1,1,False
2015-12-29,20152016,R,Edmonton Oilers,2,2,Los Angeles Kings,5,5,False
2015-12-29,20152016,R,Arizona Coyotes,5,5,Chicago Blackhawks,7,7,False
2015-12-30,20152016,R,Pittsburgh Penguins,2,2,Toronto Maple Leafs,2,3,True
2015-12-30,20152016,R,Washington Capitals,5,5,Buffalo Sabres,2,2,False
2015-12-30,20152016,R,Ottawa Senators,0,0,New Jersey Devils,3,3,False
2015-12-30,20152016,R,Tampa Bay Lightning,2,2,New York Rangers,5,5,False
2015-12-30,20152016,R,San Jose Sharks,4,4,Philadelphia Flyers,2,2,False
2015-12-31,20152016,R,Buffalo Sabres,1,1,New York Islanders,2,2,False
2015-12-31,20152016,R,Detroit Red Wings,2,2,Pittsburgh Penguins,5,5,False
2015-12-31,20152016,R,Carolina Hurricanes,4,4,Washington Capitals,2,2,False
2015-12-31,20152016,R,Colorado Avalanche,3,3,Chicago Blackhawks,3,4,False
2015-12-31,20152016,R,St. Louis Blues,1,1,Minnesota Wild,3,3,False
2015-12-31,20152016,R,Dallas Stars,5,5,Nashville Predators,1,1,False
2015-12-31,20152016,R,Calgary Flames,1,1,Los Angeles Kings,4,4,False
2015-12-31,20152016,R,Edmonton Oilers,0,0,Anaheim Ducks,1,1,False
2015-12-31,20152016,R,Arizona Coyotes,4,4,Winnipeg Jets,2,2,False
2016-01-01,20152016,R,Boston Bruins,1,1,Montréal Canadiens,5,5,False
2016-01-01,20152016,R,Vancouver Canucks,1,2,Anaheim Ducks,1,1,True
2016-01-02,20152016,R,Buffalo Sabres,3,3,Detroit Red Wings,4,4,False
2016-01-02,20152016,R,Los Angeles Kings,2,2,Philadelphia Flyers,1,1,False
2016-01-02,20152016,R,Edmonton Oilers,3,4,Arizona Coyotes,3,3,True
2016-01-02,20152016,R,Toronto Maple Leafs,4,4,St. Louis Blues,1,1,False
2016-01-02,20152016,R,Tampa Bay Lightning,2,3,Minnesota Wild,2,2,True
2016-01-02,20152016,R,Florida Panthers,3,3,New York Rangers,0,0,False
2016-01-02,20152016,R,New Jersey Devils,2,3,Dallas Stars,2,2,False
2016-01-02,20152016,R,Pittsburgh Penguins,5,5,New York Islanders,2,2,False
2016-01-02,20152016,R,Carolina Hurricanes,1,1,Nashville Predators,1,2,False
2016-01-02,20152016,R,Columbus Blue Jackets,4,5,Washington Capitals,4,4,True
2016-01-02,20152016,R,San Jose Sharks,1,1,Winnipeg Jets,4,4,False
2016-01-02,20152016,R,Colorado Avalanche,0,0,Calgary Flames,4,4,False
2016-01-03,20152016,R,New York Islanders,6,6,Dallas Stars,5,5,False
2016-01-03,20152016,R,Florida Panthers,2,2,Minnesota Wild,1,1,False
2016-01-03,20152016,R,Chicago Blackhawks,3,3,Ottawa Senators,0,0,False
2016-01-03,20152016,R,Anaheim Ducks,4,4,Winnipeg Jets,1,1,False
2016-01-04,20152016,R,New Jersey Devils,0,0,Detroit Red Wings,1,1,False
2016-01-04,20152016,R,St. Louis Blues,2,2,Ottawa Senators,2,3,False
2016-01-04,20152016,R,Colorado Avalanche,4,4,Los Angeles Kings,1,1,False
2016-01-04,20152016,R,Edmonton Oilers,0,1,Carolina Hurricanes,0,0,False
2016-01-04,20152016,R,Vancouver Canucks,2,2,Arizona Coyotes,3,3,False
2016-01-05,20152016,R,Boston Bruins,2,2,Washington Capitals,3,3,False
2016-01-05,20152016,R,Buffalo Sabres,1,1,Florida Panthers,5,5,False
2016-01-05,20152016,R,New York Rangers,6,6,Dallas Stars,2,2,False
2016-01-05,20152016,R,Pittsburgh Penguins,2,2,Chicago Blackhawks,2,3,False
2016-01-05,20152016,R,Columbus Blue Jackets,2,2,Minnesota Wild,4,4,False
2016-01-05,20152016,R,Philadelphia Flyers,4,4,Montréal Canadiens,3,3,False
2016-01-05,20152016,R,Nashville Predators,1,1,Winnipeg Jets,4,4,False
2016-01-05,20152016,R,Calgary Flames,3,3,Tampa Bay Lightning,1,1,False
2016-01-06,20152016,R,Montréal Canadiens,2,2,New Jersey Devils,1,1,False
2016-01-06,20152016,R,Chicago Blackhawks,3,3,Pittsburgh Penguins,1,1,False
2016-01-06,20152016,R,Vancouver Canucks,3,3,Carolina Hurricanes,2,2,False
2016-01-06,20152016,R,Anaheim Ducks,0,0,Toronto Maple Leafs,4,4,False
2016-01-06,20152016,R,Colorado Avalanche,3,4,St. Louis Blues,3,3,False
2016-01-07,20152016,R,New York Islanders,1,1,Washington Capitals,4,4,False
2016-01-07,20152016,R,Ottawa Senators,2,2,Florida Panthers,3,3,False
2016-01-07,20152016,R,Minnesota Wild,3,3,Philadelphia Flyers,3,4,False
2016-01-07,20152016,R,Dallas Stars,1,2,Winnipeg Jets,1,1,True
2016-01-07,20152016,R,Calgary Flames,1,1,Arizona Coyotes,2,2,False
2016-01-07,20152016,R,Los Angeles Kings,2,2,Toronto Maple Leafs,1,1,False
2016-01-07,20152016,R,San Jose Sharks,1,1,Detroit Red Wings,2,2,False
2016-01-08,20152016,R,New Jersey Devils,1,1,Boston Bruins,4,4,False
2016-01-08,20152016,R,Carolina Hurricanes,4,4,Columbus Blue Jackets,1,1,False
2016-01-08,20152016,R,Chicago Blackhawks,3,3,Buffalo Sabres,1,1,False
2016-01-08,20152016,R,Colorado Avalanche,5,5,Nashville Predators,3,3,False
2016-01-08,20152016,R,Edmonton Oilers,2,2,Tampa Bay Lightning,3,3,False
2016-01-08,20152016,R,Anaheim Ducks,3,4,St. Louis Blues,3,3,True
2016-01-09,20152016,R,New York Rangers,3,3,Washington Capitals,3,4,False
2016-01-09,20152016,R,Philadelphia Flyers,4,4,New York Islanders,0,0,False
2016-01-09,20152016,R,San Jose Sharks,7,7,Toronto Maple Leafs,0,0,False
2016-01-09,20152016,R,Montréal Canadiens,1,1,Pittsburgh Penguins,3,3,False
2016-01-09,20152016,R,Ottawa Senators,1,2,Boston Bruins,1,1,False
2016-01-09,20152016,R,Columbus Blue Jackets,3,3,Carolina Hurricanes,3,4,False
2016-01-09,20152016,R,Dallas Stars,1,1,Minnesota Wild,2,2,False
2016-01-09,20152016,R,Arizona Coyotes,4,4,Nashville Predators,0,0,False
2016-01-09,20152016,R,Vancouver Canucks,2,2,Tampa Bay Lightning,2,3,False
2016-01-09,20152016,R,Los Angeles Kings,1,1,St. Louis Blues,1,2,True
2016-01-10,20152016,R,Winnipeg Jets,2,2,Buffalo Sabres,4,4,False
2016-01-10,20152016,R,Chicago Blackhawks,6,6,Colorado Avalanche,3,3,False
2016-01-10,20152016,R,Washington Capitals,7,7,Ottawa Senators,1,1,False
2016-01-10,20152016,R,Anaheim Ducks,1,1,Detroit Red Wings,2,2,False
2016-01-10,20152016,R,Minnesota Wild,1,1,New Jersey Devils,2,2,False
2016-01-10,20152016,R,Edmonton Oilers,1,1,Florida Panthers,2,2,False
2016-01-11,20152016,R,New York Rangers,2,2,Boston Bruins,1,1,False
2016-01-11,20152016,R,Calgary Flames,4,4,San Jose Sharks,5,5,False
2016-01-11,20152016,R,Vancouver Canucks,2,3,Florida Panthers,2,2,False
2016-01-11,20152016,R,Los Angeles Kings,4,4,Detroit Red Wings,2,2,False
2016-01-12,20152016,R,New York Islanders,5,5,Columbus Blue Jackets,2,2,False
2016-01-12,20152016,R,Carolina Hurricanes,2,3,Pittsburgh Penguins,2,2,False
2016-01-12,20152016,R,St. Louis Blues,5,5,New Jersey Devils,2,2,False
2016-01-12,20152016,R,Minnesota Wild,2,2,Buffalo Sabres,3,3,False
2016-01-12,20152016,R,Winnipeg Jets,1,1,San Jose Sharks,4,4,False
2016-01-12,20152016,R,Chicago Blackhawks,3,3,Nashville Predators,2,2,False
2016-01-12,20152016,R,Colorado Avalanche,0,0,Tampa Bay Lightning,4,4,False
2016-01-12,20152016,R,Arizona Coyotes,3,4,Edmonton Oilers,3,3,False
2016-01-13,20152016,R,Toronto Maple Leafs,1,1,Columbus Blue Jackets,3,3,False
2016-01-13,20152016,R,Philadelphia Flyers,3,3,Boston Bruins,2,2,False
2016-01-13,20152016,R,Calgary Flames,6,6,Florida Panthers,0,0,False
2016-01-13,20152016,R,Anaheim Ducks,4,4,Ottawa Senators,1,1,False
2016-01-14,20152016,R,New York Islanders,3,3,New York Rangers,1,1,False
2016-01-14,20152016,R,Washington Capitals,4,4,Vancouver Canucks,1,1,False
2016-01-14,20152016,R,Montréal Canadiens,1,1,Chicago Blackhawks,2,2,False
2016-01-14,20152016,R,St. Louis Blues,1,1,Carolina Hurricanes,4,4,False
2016-01-14,20152016,R,Winnipeg Jets,4,5,Nashville Predators,4,4,False
2016-01-14,20152016,R,Colorado Avalanche,3,3,New Jersey Devils,0,0,False
2016-01-14,20152016,R,Arizona Coyotes,2,2,Detroit Red Wings,2,3,False
2016-01-14,20152016,R,San Jose Sharks,1,2,Edmonton Oilers,1,1,True
2016-01-15,20152016,R,Buffalo Sabres,1,1,Boston Bruins,4,4,False
2016-01-15,20152016,R,Toronto Maple Leafs,1,1,Chicago Blackhawks,4,4,False
2016-01-15,20152016,R,Carolina Hurricanes,2,2,Vancouver Canucks,2,3,False
2016-01-15,20152016,R,Tampa Bay Lightning,4,5,Pittsburgh Penguins,4,4,False
2016-01-15,20152016,R,Minnesota Wild,0,0,Winnipeg Jets,1,1,False
2016-01-15,20152016,R,Anaheim Ducks,4,4,Dallas Stars,2,2,False
2016-01-16,20152016,R,Philadelphia Flyers,2,2,New York Rangers,2,3,True
2016-01-16,20152016,R,Arizona Coyotes,0,0,New Jersey Devils,2,2,False
2016-01-16,20152016,R,Los Angeles Kings,3,3,Ottawa Senators,5,5,False
2016-01-16,20152016,R,St. Louis Blues,3,4,Montréal Canadiens,3,3,False
2016-01-16,20152016,R,Boston Bruins,3,3,Toronto Maple Leafs,2,2,False
2016-01-16,20152016,R,Buffalo Sabres,4,4,Washington Capitals,1,1,False
2016-01-16,20152016,R,Columbus Blue Jackets,2,2,Colorado Avalanche,1,1,False
2016-01-16,20152016,R,Nashville Predators,3,3,Minnesota Wild,0,0,False
2016-01-16,20152016,R,Edmonton Oilers,1,2,Calgary Flames,1,1,True
2016-01-16,20152016,R,San Jose Sharks,3,4,Dallas Stars,3,3,False
2016-01-17,20152016,R,Pittsburgh Penguins,5,5,Carolina Hurricanes,0,0,False
2016-01-17,20152016,R,New York Islanders,1,1,Vancouver Canucks,1,2,True
2016-01-17,20152016,R,Tampa Bay Lightning,3,3,Florida Panthers,1,1,False
2016-01-17,20152016,R,Washington Capitals,5,5,New York Rangers,2,2,False
2016-01-17,20152016,R,Chicago Blackhawks,5,5,Montréal Canadiens,2,2,False
2016-01-17,20152016,R,Detroit Red Wings,1,1,Philadelphia Flyers,1,2,True
2016-01-17,20152016,R,Anaheim Ducks,2,2,Los Angeles Kings,3,3,False
2016-01-18,20152016,R,Florida Panthers,2,2,Edmonton Oilers,4,4,False
2016-01-18,20152016,R,St. Louis Blues,5,5,Pittsburgh Penguins,2,2,False
2016-01-18,20152016,R,Winnipeg Jets,1,1,Colorado Avalanche,2,2,False
2016-01-18,20152016,R,Arizona Coyotes,1,1,Buffalo Sabres,2,2,False
2016-01-18,20152016,R,San Jose Sharks,3,3,Ottawa Senators,3,4,True
2016-01-19,20152016,R,New Jersey Devils,4,4,Calgary Flames,2,2,False
2016-01-19,20152016,R,New York Rangers,2,3,Vancouver Canucks,2,2,False
2016-01-19,20152016,R,Philadelphia Flyers,2,2,Toronto Maple Leafs,3,3,False
2016-01-19,20152016,R,Columbus Blue Jackets,3,3,Washington Capitals,6,6,False
2016-01-19,20152016,R,Montréal Canadiens,1,1,Boston Bruins,4,4,False
2016-01-19,20152016,R,Tampa Bay Lightning,6,6,Edmonton Oilers,4,4,False
2016-01-19,20152016,R,Nashville Predators,1,1,Chicago Blackhawks,4,4,False
2016-01-19,20152016,R,Los Angeles Kings,3,3,Dallas Stars,2,2,False
2016-01-20,20152016,R,Detroit Red Wings,1,1,St. Louis Blues,2,2,False
2016-01-20,20152016,R,Colorado Avalanche,2,2,Buffalo Sabres,1,1,False
2016-01-20,20152016,R,Anaheim Ducks,3,3,Minnesota Wild,1,1,False
2016-01-21,20152016,R,Boston Bruins,2,2,Vancouver Canucks,4,4,False
2016-01-21,20152016,R,New Jersey Devils,6,6,Ottawa Senators,3,3,False
2016-01-21,20152016,R,Pittsburgh Penguins,4,4,Philadelphia Flyers,3,3,False
2016-01-21,20152016,R,Columbus Blue Jackets,2,2,Calgary Flames,4,4,False
2016-01-21,20152016,R,Toronto Maple Leafs,0,0,Carolina Hurricanes,0,1,False
2016-01-21,20152016,R,Tampa Bay Lightning,2,2,Chicago Blackhawks,1,1,False
2016-01-21,20152016,R,Winnipeg Jets,1,1,Nashville Predators,4,4,False
2016-01-21,20152016,R,Dallas Stars,3,3,Edmonton Oilers,2,2,False
2016-01-21,20152016,R,Arizona Coyotes,1,1,San Jose Sharks,3,3,False
2016-01-21,20152016,R,Los Angeles Kings,0,0,Minnesota Wild,3,3,False
2016-01-22,20152016,R,Buffalo Sabres,0,0,Detroit Red Wings,3,3,False
2016-01-22,20152016,R,Carolina Hurricanes,1,1,New York Rangers,4,4,False
2016-01-22,20152016,R,Ottawa Senators,2,2,New York Islanders,5,5,False
2016-01-22,20152016,R,Florida Panthers,4,4,Chicago Blackhawks,0,0,False
2016-01-22,20152016,R,Colorado Avalanche,1,2,St. Louis Blues,1,1,True
2016-01-23,20152016,R,Pittsburgh Penguins,5,5,Vancouver Canucks,4,4,False
2016-01-23,20152016,R,San Jose Sharks,4,4,Minnesota Wild,3,3,False
2016-01-23,20152016,R,Winnipeg Jets,1,1,New Jersey Devils,3,3,False
2016-01-23,20152016,R,Boston Bruins,2,3,Columbus Blue Jackets,2,2,True
2016-01-23,20152016,R,Toronto Maple Leafs,2,2,Montréal Canadiens,2,3,True
2016-01-23,20152016,R,Detroit Red Wings,3,3,Anaheim Ducks,4,4,False
2016-01-23,20152016,R,Florida Panthers,5,5,Tampa Bay Lightning,2,2,False
2016-01-23,20152016,R,Dallas Stars,1,1,Colorado Avalanche,3,3,False
2016-01-23,20152016,R,Arizona Coyotes,3,3,Los Angeles Kings,2,2,False
2016-01-23,20152016,R,Edmonton Oilers,1,1,Nashville Predators,4,4,False
2016-01-24,20152016,R,Ottawa Senators,3,3,New York Rangers,0,0,False
2016-01-24,20152016,R,Carolina Hurricanes,5,5,Calgary Flames,2,2,False
2016-01-24,20152016,R,Chicago Blackhawks,2,2,St. Louis Blues,0,0,False
2016-01-24,20152016,R,San Jose Sharks,2,2,Los Angeles Kings,2,3,False
2016-01-25,20152016,R,New York Islanders,2,2,Detroit Red Wings,4,4,False
2016-01-25,20152016,R,Philadelphia Flyers,2,2,Boston Bruins,3,3,False
2016-01-25,20152016,R,Columbus Blue Jackets,5,5,Montréal Canadiens,2,2,False
2016-01-25,20152016,R,New York Rangers,6,6,Buffalo Sabres,3,3,False
2016-01-25,20152016,R,Dallas Stars,2,2,Calgary Flames,1,1,False
2016-01-25,20152016,R,Minnesota Wild,1,1,Arizona Coyotes,1,2,True
2016-01-26,20152016,R,Boston Bruins,2,2,Anaheim Ducks,6,6,False
2016-01-26,20152016,R,Pittsburgh Penguins,2,2,New Jersey Devils,0,0,False
2016-01-26,20152016,R,Carolina Hurricanes,5,5,Chicago Blackhawks,0,0,False
2016-01-26,20152016,R,Montréal Canadiens,2,2,Columbus Blue Jackets,5,5,False
2016-01-26,20152016,R,Ottawa Senators,2,2,Buffalo Sabres,3,3,False
2016-01-26,20152016,R,Florida Panthers,5,5,Toronto Maple Leafs,1,1,False
2016-01-26,20152016,R,Winnipeg Jets,5,5,Arizona Coyotes,2,2,False
2016-01-26,20152016,R,Vancouver Canucks,1,1,Nashville Predators,2,2,False
2016-01-26,20152016,R,San Jose Sharks,6,6,Colorado Avalanche,1,1,False
2016-01-27,20152016,R,Tampa Bay Lightning,1,1,Toronto Maple Leafs,0,0,False
2016-01-27,20152016,R,Washington Capitals,3,3,Philadelphia Flyers,3,4,False
2016-01-27,20152016,R,Calgary Flames,1,1,Nashville Predators,2,2,False
2016-01-27,20152016,R,Los Angeles Kings,3,3,Colorado Avalanche,4,4,False
2016-01-31,20152016,A,Team Atlantic,4,4,Team Metropolitan,3,3,False
2016-01-31,20152016,A,Team Central,6,6,Team Pacific,9,9,False
2016-01-31,20152016,A,Team Pacific,1,1,Team Atlantic,0,0,False
2016-02-02,20152016,R,Boston Bruins,3,3,Toronto Maple Leafs,3,4,False
2016-02-02,20152016,R,New Jersey Devils,3,3,New York Rangers,2,2,False
2016-02-02,20152016,R,New York Islanders,5,5,Minnesota Wild,3,3,False
2016-02-02,20152016,R,Philadelphia Flyers,4,4,Montréal Canadiens,2,2,False
2016-02-02,20152016,R,Pittsburgh Penguins,6,6,Ottawa Senators,5,5,False
2016-02-02,20152016,R,Washington Capitals,2,2,Florida Panthers,5,5,False
2016-02-02,20152016,R,Nashville Predators,0,0,St. Louis Blues,1,1,False
2016-02-02,20152016,R,Winnipeg Jets,3,3,Dallas Stars,5,5,False
2016-02-02,20152016,R,Colorado Avalanche,1,1,Chicago Blackhawks,2,2,False
2016-02-02,20152016,R,Edmonton Oilers,5,5,Columbus Blue Jackets,1,1,False
2016-02-02,20152016,R,Arizona Coyotes,2,2,Los Angeles Kings,6,6,False
2016-02-02,20152016,R,Anaheim Ducks,3,3,San Jose Sharks,2,2,False
2016-02-03,20152016,R,Montréal Canadiens,2,2,Buffalo Sabres,4,4,False
2016-02-03,20152016,R,Tampa Bay Lightning,3,3,Detroit Red Wings,1,1,False
2016-02-03,20152016,R,Calgary Flames,4,4,Carolina Hurricanes,1,1,False
2016-02-04,20152016,R,Buffalo Sabres,2,2,Boston Bruins,2,3,True
2016-02-04,20152016,R,New York Rangers,4,4,Minnesota Wild,2,2,False
2016-02-04,20152016,R,Washington Capitals,3,3,New York Islanders,2,2,False
